nestID,day1,end.int,expos,middate,al,xstage,survive,trials,year,district,exclosure,crab,inidate.centered,tmax,prcp,wsf2,year.f,clutch
08PIPLHI01,126,133,7,129.5,18.5,incub,0,1,2008,HI,1,0,-31,22.2,1.3,6.7,2008,4
08PIPLHI01,133,139,6,136,25,incub,0,1,2008,HI,1,0,-31,17.2,0,13.9,2008,4
08PIPLHI01,139,140,1,139.5,28.5,incub,0,1,2008,HI,1,0,-31,22.8,0.3,13,2008,4
08PIPLHI01,140,141,1,140.5,29.5,incub,0,1,2008,HI,1,0,-31,23.3,0,7.6,2008,4
08PIPLHI01,141,142,1,141.5,30.5,incub,0,1,2008,HI,1,0,-31,24.4,28.4,11.2,2008,4
08PIPLHI01,142,153,11,147.5,36.5,incub,0,1,2008,HI,1,0,-31,21.7,0,5.4,2008,4
08PIPLHI01,153,166,13,159.5,48.5,incub,0,1,2008,HI,1,0,-31,27.2,0,9.8,2008,4
08PIPLHI04,133,135,2,134,5.5,incub,1,1,2008,HI,0,0,-13.5,17.2,0,13.9,2008,3
08PIPLHI04,135,140,5,137.5,9,incub,1,1,2008,HI,1,0,-13.5,22.2,0,5.4,2008,3
08PIPLHI04,140,142,2,141,12.5,incub,1,1,2008,HI,1,0,-13.5,23.3,0,7.6,2008,3
08PIPLHI04,142,143,1,142.5,14,incub,1,1,2008,HI,1,0,-13.5,21.7,0,5.4,2008,3
08PIPLHI04,143,144,1,143.5,15,incub,1,1,2008,HI,1,0,-13.5,24.4,0,6.3,2008,3
08PIPLHI04,144,145,1,144.5,16,incub,1,1,2008,HI,1,0,-13.5,21.1,0,5.8,2008,3
08PIPLHI04,145,146,1,145.5,17,incub,1,1,2008,HI,1,0,-13.5,20.6,1.8,5.8,2008,3
08PIPLHI04,146,147,1,146.5,18,incub,1,1,2008,HI,1,0,-13.5,23.3,0,5.4,2008,3
08PIPLHI04,147,148,1,147.5,19,incub,1,1,2008,HI,1,0,-13.5,23.9,0,6.7,2008,3
08PIPLHI04,148,149,1,148.5,20,incub,1,1,2008,HI,1,0,-13.5,25,0,7.6,2008,3
08PIPLHI04,149,150,1,149.5,21,incub,1,1,2008,HI,1,0,-13.5,22.8,4.6,8,2008,3
08PIPLHI04,150,151,1,150.5,22,incub,1,1,2008,HI,1,0,-13.5,21.1,0,6.3,2008,3
08PIPLHI04,151,152,1,151.5,23,incub,1,1,2008,HI,1,0,-13.5,25,0,5.8,2008,3
08PIPLHI04,152,153,1,152.5,24,incub,1,1,2008,HI,1,0,-13.5,25,0,8.9,2008,3
08PIPLHI04,153,154,1,153.5,25,incub,1,1,2008,HI,1,0,-13.5,27.2,0,9.8,2008,3
08PIPLHI04,154,155,1,154.5,26,incub,1,1,2008,HI,1,0,-13.5,23.3,0,6.3,2008,3
08PIPLHI04,155,156,1,155.5,27,incub,1,1,2008,HI,1,0,-13.5,26.1,0,5.4,2008,3
08PIPLHI05,133,138,5,135.5,2.5,lay,1,1,2008,HI,0,0,-7.5,17.2,0,13.9,2008,3
08PIPLHI05,138,139,1,138.5,5.5,lay,1,1,2008,HI,0,0,-7.5,20,0,8.9,2008,3
08PIPLHI05,139,140,1,139.5,6.5,incub,1,1,2008,HI,1,0,-7.5,22.8,0.3,13,2008,3
08PIPLHI05,140,142,2,141,8,incub,1,1,2008,HI,1,0,-7.5,23.3,0,7.6,2008,3
08PIPLHI05,142,143,1,142.5,9.5,incub,1,1,2008,HI,1,0,-7.5,21.7,0,5.4,2008,3
08PIPLHI05,143,144,1,143.5,10.5,incub,1,1,2008,HI,1,0,-7.5,24.4,0,6.3,2008,3
08PIPLHI05,144,145,1,144.5,11.5,incub,1,1,2008,HI,1,0,-7.5,21.1,0,5.8,2008,3
08PIPLHI05,145,146,1,145.5,12.5,incub,1,1,2008,HI,1,0,-7.5,20.6,1.8,5.8,2008,3
08PIPLHI05,146,147,1,146.5,13.5,incub,1,1,2008,HI,1,0,-7.5,23.3,0,5.4,2008,3
08PIPLHI05,147,148,1,147.5,14.5,incub,1,1,2008,HI,1,0,-7.5,23.9,0,6.7,2008,3
08PIPLHI05,148,150,2,149,16,incub,1,1,2008,HI,1,0,-7.5,25,0,7.6,2008,3
08PIPLHI05,150,151,1,150.5,17.5,incub,1,1,2008,HI,1,0,-7.5,21.1,0,6.3,2008,3
08PIPLHI05,151,154,3,152.5,19.5,incub,1,1,2008,HI,1,0,-7.5,25,0,5.8,2008,3
08PIPLHI05,154,156,2,155,22,incub,1,1,2008,HI,1,0,-7.5,23.3,0,6.3,2008,3
08PIPLHI05,156,158,2,157,24,incub,1,1,2008,HI,1,0,-7.5,26.7,0,8,2008,3
08PIPLHI05,158,159,1,158.5,25.5,incub,1,1,2008,HI,1,0,-7.5,25.6,0,5.8,2008,3
08PIPLHI05,159,160,1,159.5,26.5,incub,1,1,2008,HI,1,0,-7.5,31.1,0,5.4,2008,3
08PIPLHI05,160,161,1,160.5,27.5,incub,1,1,2008,HI,1,0,-7.5,30.6,0,6.3,2008,3
08PIPLHI05,161,162,1,161.5,28.5,incub,1,1,2008,HI,1,0,-7.5,29.4,4.3,5.8,2008,3
08PIPLHI05,162,163,1,162.5,29.5,incub,1,1,2008,HI,1,0,-7.5,28.3,0,7.2,2008,3
08PIPLHI05,163,164,1,163.5,30.5,incub,1,1,2008,HI,1,0,-7.5,28.3,0,5.8,2008,3
08PIPLHI05,164,165,1,164.5,31.5,incub,1,1,2008,HI,1,0,-7.5,28.3,0,6.3,2008,3
08PIPLHI05,165,166,1,165.5,32.5,incub,1,1,2008,HI,1,0,-7.5,28.9,0,5.4,2008,3
08PIPLHI05,166,167,1,166.5,33.5,incub,1,1,2008,HI,1,0,-7.5,27.8,0,6.3,2008,3
08PIPLHI05,167,168,1,167.5,34.5,incub,1,1,2008,HI,1,0,-7.5,27.8,0,5.8,2008,3
08PIPLHI09,155,157,2,156,2,lay,1,1,2008,HI,0,0,12,26.1,0,5.4,2008,4
08PIPLHI09,157,159,2,158,4,lay,1,1,2008,HI,0,0,12,26.1,0,8.9,2008,4
08PIPLHI09,159,160,1,159.5,5.5,lay,1,1,2008,HI,0,0,12,31.1,0,5.4,2008,4
08PIPLHI09,160,161,1,160.5,6.5,incub,1,1,2008,HI,1,0,12,30.6,0,6.3,2008,4
08PIPLHI09,161,162,1,161.5,7.5,incub,1,1,2008,HI,1,0,12,29.4,4.3,5.8,2008,4
08PIPLHI09,162,163,1,162.5,8.5,incub,1,1,2008,HI,1,0,12,28.3,0,7.2,2008,4
08PIPLHI09,163,164,1,163.5,9.5,incub,1,1,2008,HI,1,0,12,28.3,0,5.8,2008,4
08PIPLHI09,164,165,1,164.5,10.5,incub,1,1,2008,HI,1,0,12,28.3,0,6.3,2008,4
08PIPLHI09,165,166,1,165.5,11.5,incub,1,1,2008,HI,1,0,12,28.9,0,5.4,2008,4
08PIPLHI09,166,167,1,166.5,12.5,incub,1,1,2008,HI,1,0,12,27.8,0,6.3,2008,4
08PIPLHI09,167,168,1,167.5,13.5,incub,1,1,2008,HI,1,0,12,27.8,0,5.8,2008,4
08PIPLHI09,168,169,1,168.5,14.5,incub,1,1,2008,HI,1,0,12,28.3,0,8.9,2008,4
08PIPLHI09,169,170,1,169.5,15.5,incub,1,1,2008,HI,1,0,12,29.4,1.3,8.9,2008,4
08PIPLHI09,170,171,1,170.5,16.5,incub,1,1,2008,HI,1,0,12,25.6,0,6.7,2008,4
08PIPLHI09,171,172,1,171.5,17.5,incub,1,1,2008,HI,1,0,12,27.8,0,6.3,2008,4
08PIPLHI09,172,173,1,172.5,18.5,incub,1,1,2008,HI,1,0,12,27.8,0.3,8,2008,4
08PIPLHI09,173,174,1,173.5,19.5,incub,1,1,2008,HI,1,0,12,27.2,0.8,8.9,2008,4
08PIPLHI09,174,175,1,174.5,20.5,incub,1,1,2008,HI,1,0,12,29.4,0,6.7,2008,4
08PIPLHI09,175,176,1,175.5,21.5,incub,1,1,2008,HI,1,0,12,25.6,8.1,8.9,2008,4
08PIPLHI09,176,177,1,176.5,22.5,incub,1,1,2008,HI,1,0,12,29.4,0,6.3,2008,4
08PIPLHI09,177,178,1,177.5,23.5,incub,1,1,2008,HI,1,0,12,29.4,0,6.3,2008,4
08PIPLHI09,178,179,1,178.5,24.5,incub,1,1,2008,HI,1,0,12,30,0,8.9,2008,4
08PIPLHI09,179,180,1,179.5,25.5,incub,1,1,2008,HI,1,0,12,30,0,8,2008,4
08PIPLHI09,180,181,1,180.5,26.5,incub,1,1,2008,HI,1,0,12,30,0,8,2008,4
08PIPLHI09,181,182,1,181.5,27.5,incub,1,1,2008,HI,1,0,12,30,0,13,2008,4
08PIPLHI09,182,184,2,183,29,incub,1,1,2008,HI,1,0,12,28.9,0.3,10.3,2008,4
08PIPLHI10,164,165,1,164.5,12.5,incub,1,1,2008,HI,1,0,10,28.3,0,6.3,2008,4
08PIPLHI10,165,167,2,166,14,incub,1,1,2008,HI,1,0,10,28.9,0,5.4,2008,4
08PIPLHI10,167,169,2,168,16,incub,1,1,2008,HI,1,0,10,27.8,0,5.8,2008,4
08PIPLHI10,169,170,1,169.5,17.5,incub,1,1,2008,HI,1,0,10,29.4,1.3,8.9,2008,4
08PIPLHI10,170,171,1,170.5,18.5,incub,1,1,2008,HI,1,0,10,25.6,0,6.7,2008,4
08PIPLHI10,171,173,2,172,20,incub,1,1,2008,HI,1,0,10,27.8,0,6.3,2008,4
08PIPLHI10,173,175,2,174,22,incub,1,1,2008,HI,1,0,10,27.2,0.8,8.9,2008,4
08PIPLHI10,175,176,1,175.5,23.5,incub,1,1,2008,HI,1,0,10,25.6,8.1,8.9,2008,4
08PIPLHI10,176,177,1,176.5,24.5,incub,1,1,2008,HI,1,0,10,29.4,0,6.3,2008,4
08PIPLHI10,177,179,2,178,26,incub,1,1,2008,HI,1,0,10,29.4,0,6.3,2008,4
08PIPLHI10,179,180,1,179.5,27.5,incub,1,1,2008,HI,1,0,10,30,0,8,2008,4
08PIPLHI10,180,181,1,180.5,28.5,incub,1,1,2008,HI,1,0,10,30,0,8,2008,4
08PIPLHI10,181,182,1,181.5,29.5,incub,1,1,2008,HI,1,0,10,30,0,13,2008,4
08PIPLHI10,182,183,1,182.5,30.5,incub,1,1,2008,HI,1,0,10,28.9,0.3,10.3,2008,4
08PIPLHI10,183,184,1,183.5,31.5,incub,1,1,2008,HI,1,0,10,28.9,0,8.9,2008,4
08PIPLHI12,173,174,1,173.5,21.5,incub,1,1,2008,HI,1,0,10,27.2,0.8,8.9,2008,4
08PIPLHI12,174,175,1,174.5,22.5,incub,1,1,2008,HI,1,0,10,29.4,0,6.7,2008,4
08PIPLHI12,175,176,1,175.5,23.5,incub,1,1,2008,HI,1,0,10,25.6,8.1,8.9,2008,4
08PIPLHI12,176,178,2,177,25,incub,1,1,2008,HI,1,0,10,29.4,0,6.3,2008,4
08PIPLHI12,178,179,1,178.5,26.5,incub,1,1,2008,HI,1,0,10,30,0,8.9,2008,4
08PIPLHI12,179,180,1,179.5,27.5,incub,1,1,2008,HI,1,0,10,30,0,8,2008,4
08PIPLHI12,180,181,1,180.5,28.5,incub,1,1,2008,HI,1,0,10,30,0,8,2008,4
08PIPLHI12,181,182,1,181.5,29.5,incub,1,1,2008,HI,1,0,10,30,0,13,2008,4
08PIPLHI12,182,184,2,183,31,incub,1,1,2008,HI,1,0,10,28.9,0.3,10.3,2008,4
08PIPLHI13,174,175,1,174.5,4.5,lay,1,1,2008,HI,1,0,28,29.4,0,6.7,2008,4
08PIPLHI13,175,176,1,175.5,5.5,lay,1,1,2008,HI,1,0,28,25.6,8.1,8.9,2008,4
08PIPLHI13,176,178,2,177,7,incub,1,1,2008,HI,1,0,28,29.4,0,6.3,2008,4
08PIPLHI13,178,179,1,178.5,8.5,incub,1,1,2008,HI,1,0,28,30,0,8.9,2008,4
08PIPLHI13,179,180,1,179.5,9.5,incub,1,1,2008,HI,1,0,28,30,0,8,2008,4
08PIPLHI13,180,181,1,180.5,10.5,incub,1,1,2008,HI,1,0,28,30,0,8,2008,4
08PIPLHI13,181,182,1,181.5,11.5,incub,1,1,2008,HI,1,0,28,30,0,13,2008,4
08PIPLHI13,182,184,2,183,13,incub,1,1,2008,HI,1,0,28,28.9,0.3,10.3,2008,4
08PIPLHI13,184,185,1,184.5,14.5,incub,1,1,2008,HI,1,1,28,30.6,0,7.2,2008,4
08PIPLHI13,185,186,1,185.5,15.5,incub,1,1,2008,HI,1,0,28,30,0,6.7,2008,4
08PIPLHI13,186,187,1,186.5,16.5,incub,1,1,2008,HI,1,0,28,29.4,0,7.6,2008,4
08PIPLHI13,187,191,4,189,19,incub,1,1,2008,HI,1,0,28,30,1,9.4,2008,4
08PIPLHI13,191,194,3,192.5,22.5,incub,0,1,2008,HI,1,0,28,26.7,7.1,8.9,2008,4
08PIPLOI02,124,125,1,124.5,1.5,lay,1,1,2008,OI,0,0,-19,22.8,0,7.2,2008,4
08PIPLOI02,125,126,1,125.5,2.5,lay,1,1,2008,OI,0,0,-19,22.8,0.8,6.7,2008,4
08PIPLOI02,126,127,1,126.5,3.5,lay,1,1,2008,OI,0,0,-19,22.2,1.3,6.7,2008,4
08PIPLOI02,127,128,1,127.5,4.5,lay,1,1,2008,OI,0,0,-19,21.1,0,5.4,2008,4
08PIPLOI02,128,129,1,128.5,5.5,lay,1,1,2008,OI,0,0,-19,23.3,0,6.7,2008,4
08PIPLOI02,129,131,2,130,7,incub,1,1,2008,OI,1,0,-19,23.9,0,8,2008,4
08PIPLOI02,131,134,3,132.5,9.5,incub,1,1,2008,OI,1,0,-19,22.8,0,7.6,2008,4
08PIPLOI02,134,135,1,134.5,11.5,incub,1,1,2008,OI,1,0,-19,16.1,0,9.4,2008,4
08PIPLOI02,135,136,1,135.5,12.5,incub,1,1,2008,OI,1,0,-19,22.2,0,5.4,2008,4
08PIPLOI02,136,138,2,137,14,incub,1,1,2008,OI,1,0,-19,23.3,0,9.4,2008,4
08PIPLOI02,138,139,1,138.5,15.5,incub,1,1,2008,OI,1,0,-19,20,0,8.9,2008,4
08PIPLOI02,139,142,3,140.5,17.5,incub,1,1,2008,OI,1,0,-19,22.8,0.3,13,2008,4
08PIPLOI02,142,144,2,143,20,incub,1,1,2008,OI,1,0,-19,21.7,0,5.4,2008,4
08PIPLOI02,144,145,1,144.5,21.5,incub,1,1,2008,OI,1,0,-19,21.1,0,5.8,2008,4
08PIPLOI02,145,146,1,145.5,22.5,incub,1,1,2008,OI,1,0,-19,20.6,1.8,5.8,2008,4
08PIPLOI02,146,147,1,146.5,23.5,incub,1,1,2008,OI,1,0,-19,23.3,0,5.4,2008,4
08PIPLOI02,147,148,1,147.5,24.5,incub,1,1,2008,OI,1,0,-19,23.9,0,6.7,2008,4
08PIPLOI02,148,149,1,148.5,25.5,incub,1,1,2008,OI,1,0,-19,25,0,7.6,2008,4
08PIPLOI02,149,150,1,149.5,26.5,incub,1,1,2008,OI,1,0,-19,22.8,4.6,8,2008,4
08PIPLOI02,150,151,1,150.5,27.5,incub,1,1,2008,OI,1,0,-19,21.1,0,6.3,2008,4
08PIPLOI02,151,152,1,151.5,28.5,incub,1,1,2008,OI,1,0,-19,25,0,5.8,2008,4
08PIPLOI02,152,153,1,152.5,29.5,incub,1,1,2008,OI,1,0,-19,25,0,8.9,2008,4
08PIPLOI02,153,154,1,153.5,30.5,incub,1,1,2008,OI,1,0,-19,27.2,0,9.8,2008,4
08PIPLOI02,154,155,1,154.5,31.5,incub,1,1,2008,OI,1,0,-19,23.3,0,6.3,2008,4
08PIPLOI02,155,156,1,155.5,32.5,incub,1,1,2008,OI,1,0,-19,26.1,0,5.4,2008,4
08PIPLOI02,156,157,1,156.5,33.5,incub,1,1,2008,OI,1,0,-19,26.7,0,8,2008,4
08PIPLOI02,157,158,1,157.5,34.5,incub,1,1,2008,OI,1,0,-19,26.1,0,8.9,2008,4
08PIPLOI02,158,159,1,158.5,35.5,incub,1,1,2008,OI,1,0,-19,25.6,0,5.8,2008,4
08PIPLOI03,131,134,3,132.5,1.5,lay,1,1,2008,OI,0,0,-6,22.8,0,7.6,2008,2
08PIPLOI03,134,135,1,134.5,3.5,lay,1,1,2008,OI,0,0,-6,16.1,0,9.4,2008,2
08PIPLOI03,135,136,1,135.5,4.5,lay,1,1,2008,OI,0,0,-6,22.2,0,5.4,2008,2
08PIPLOI03,136,138,2,137,6,lay,1,1,2008,OI,0,0,-6,23.3,0,9.4,2008,2
08PIPLOI03,138,139,1,138.5,7.5,lay,1,1,2008,OI,0,0,-6,20,0,8.9,2008,2
08PIPLOI03,139,142,3,140.5,9.5,incub,1,1,2008,OI,0,0,-6,22.8,0.3,13,2008,2
08PIPLOI03,142,143,1,142.5,11.5,incub,1,1,2008,OI,0,0,-6,21.7,0,5.4,2008,2
08PIPLOI03,143,144,1,143.5,12.5,incub,1,1,2008,OI,1,0,-6,24.4,0,6.3,2008,2
08PIPLOI03,144,145,1,144.5,13.5,incub,1,1,2008,OI,1,0,-6,21.1,0,5.8,2008,2
08PIPLOI03,145,148,3,146.5,15.5,incub,1,1,2008,OI,1,0,-6,20.6,1.8,5.8,2008,2
08PIPLOI03,148,149,1,148.5,17.5,incub,1,1,2008,OI,1,0,-6,25,0,7.6,2008,2
08PIPLOI03,149,150,1,149.5,18.5,incub,1,1,2008,OI,1,0,-6,22.8,4.6,8,2008,2
08PIPLOI03,150,151,1,150.5,19.5,incub,1,1,2008,OI,1,0,-6,21.1,0,6.3,2008,2
08PIPLOI03,151,152,1,151.5,20.5,incub,1,1,2008,OI,1,0,-6,25,0,5.8,2008,2
08PIPLOI03,152,153,1,152.5,21.5,incub,1,1,2008,OI,1,0,-6,25,0,8.9,2008,2
08PIPLOI03,153,154,1,153.5,22.5,incub,1,1,2008,OI,1,0,-6,27.2,0,9.8,2008,2
08PIPLOI03,154,155,1,154.5,23.5,incub,1,1,2008,OI,1,0,-6,23.3,0,6.3,2008,2
08PIPLOI03,155,156,1,155.5,24.5,incub,1,1,2008,OI,1,0,-6,26.1,0,5.4,2008,2
08PIPLOI03,156,157,1,156.5,25.5,incub,1,1,2008,OI,1,0,-6,26.7,0,8,2008,2
08PIPLOI03,157,158,1,157.5,26.5,incub,1,1,2008,OI,1,0,-6,26.1,0,8.9,2008,2
08PIPLOI03,158,159,1,158.5,27.5,incub,1,1,2008,OI,1,0,-6,25.6,0,5.8,2008,2
08PIPLOI03,159,160,1,159.5,28.5,incub,1,1,2008,OI,1,0,-6,31.1,0,5.4,2008,2
08PIPLOI03,160,161,1,160.5,29.5,incub,1,1,2008,OI,1,0,-6,30.6,0,6.3,2008,2
08PIPLOI03,161,162,1,161.5,30.5,incub,1,1,2008,OI,1,0,-6,29.4,4.3,5.8,2008,2
08PIPLOI03,162,163,1,162.5,31.5,incub,1,1,2008,OI,1,0,-6,28.3,0,7.2,2008,2
08PIPLOI03,163,164,1,163.5,32.5,incub,1,1,2008,OI,1,1,-6,28.3,0,5.8,2008,2
08PIPLOI03,164,165,1,164.5,33.5,incub,1,1,2008,OI,1,0,-6,28.3,0,6.3,2008,2
08PIPLOI08,151,152,1,151.5,1,lay,1,1,2008,OI,0,0,8.5,25,0,5.8,2008,3
08PIPLOI08,152,153,1,152.5,2,lay,1,1,2008,OI,0,0,8.5,25,0,8.9,2008,3
08PIPLOI08,153,154,1,153.5,3,lay,1,1,2008,OI,0,0,8.5,27.2,0,9.8,2008,3
08PIPLOI08,154,155,1,154.5,4,lay,1,1,2008,OI,0,0,8.5,23.3,0,6.3,2008,3
08PIPLOI08,155,156,1,155.5,5,incub,1,1,2008,OI,0,0,8.5,26.1,0,5.4,2008,3
08PIPLOI08,156,157,1,156.5,6,incub,0,1,2008,OI,1,0,8.5,26.7,0,8,2008,3
08PIPLOI08,157,158,1,157.5,7,incub,0,1,2008,OI,1,0,8.5,26.1,0,8.9,2008,3
08PIPLOI08,158,163,5,160.5,10,incub,0,1,2008,OI,1,1,8.5,25.6,0,5.8,2008,3
08PIPLOI11,163,165,2,164,1,lay,1,1,2008,OI,0,0,22,28.3,0,5.8,2008,4
08PIPLOI11,165,166,1,165.5,2.5,lay,1,1,2008,OI,0,0,22,28.9,0,5.4,2008,4
08PIPLOI11,166,167,1,166.5,3.5,lay,1,1,2008,OI,0,0,22,27.8,0,6.3,2008,4
08PIPLOI11,167,168,1,167.5,4.5,lay,1,1,2008,OI,0,0,22,27.8,0,5.8,2008,4
08PIPLOI11,168,169,1,168.5,5.5,lay,1,1,2008,OI,1,0,22,28.3,0,8.9,2008,4
08PIPLOI11,169,170,1,169.5,6.5,lay,1,1,2008,OI,1,0,22,29.4,1.3,8.9,2008,4
08PIPLOI11,170,171,1,170.5,7.5,incub,1,1,2008,OI,1,0,22,25.6,0,6.7,2008,4
08PIPLOI11,171,172,1,171.5,8.5,incub,1,1,2008,OI,1,0,22,27.8,0,6.3,2008,4
08PIPLOI11,172,173,1,172.5,9.5,incub,1,1,2008,OI,1,0,22,27.8,0.3,8,2008,4
08PIPLOI11,173,174,1,173.5,10.5,incub,1,1,2008,OI,1,0,22,27.2,0.8,8.9,2008,4
